markshare_4_0, 2, 2, 0.0, 1258715, 1258715
markshare_4_0, 2, 1, 0.0, 1447785, 1447785
markshare_4_0, 2, 0, 0.0, 1604975, 1604975
markshare_4_0, 2, 3, 0.0, 1436015, 1436015
markshare_4_0, 1, 3, 0.0, 1436015, 1436015
markshare_4_0, 3, 2, 0.0, 1258715, 1258715
markshare_4_0, 1, 4, 0.0, 1436019, 1436019
markshare_4_0, 3, 4, 0.0, 1436019, 1436019
markshare_4_0, 3, 6, 0.0, 1449091, 1449091
markshare_4_0, 3, 5, 0.0, 1436001, 1436001
markshare_4_0, 2, 6, 0.0, 1449091, 1449091
markshare_4_0, 3, 7, 0.0, 1449181, 1449181
markshare_4_0, 3, 8, 0.0, 1448567, 1448567
markshare_4_0, 1, 5, 0.0, 1436001, 1436001
markshare_4_0, 2, 9, 0.0, 1448615, 1448615
markshare_4_0, 3, 1, 0.0, 1447785, 1447785
markshare_4_0, 1, 8, 0.0, 1448567, 1448567
markshare_4_0, 2, 4, 0.0, 1436019, 1436019
markshare_4_0, 3, 0, 0.0, 1604975, 1604975
markshare_4_0, 2, 5, 0.0, 1436001, 1436001
markshare_4_0, 2, 10, 0.0, 1448555, 1448555
markshare_4_0, 1, 2, 0.0, 1258715, 1258715
markshare_4_0, 1, 9, 0.0, 1448615, 1448615
mas76, 2, 1, 38941.1923335481, 496137, 496137
markshare_4_0, 3, 9, 0.0, 1448615, 1448615
markshare_4_0, 3, 10, 0.0, 1448529, 1448529
mas76, 3, 2, 38950.44079417416, 477635, 477635
mas76, 3, 1, 38945.53378850837, 478177, 478177
markshare_4_0, 1, 1, 0.0, 1447785, 1447785
markshare_4_0, 3, 3, 0.0, 1436015, 1436015
pk1, 2, 4, 0.0, 251573, 251573
markshare_4_0, 1, 7, 0.0, 1449181, 1449181
pk1, 3, 7, 0.0, 251619, 251619
pk1, 3, 5, 0.0, 251573, 251573
mas76, 3, 10, 38982.65382841576, 415321, 415321
mas76, 2, 4, 38979.46368141323, 484973, 484973
pk1, 1, 7, 0.0, 257635, 257635
pk1, 1, 2, 0.0, 251917, 251917
pk1, 3, 6, 0.0, 253603, 253603
mas76, 3, 5, 38977.67102362344, 517077, 517077
mas76, 2, 0, 38893.903640522636, 573253, 573253
pk1, 3, 8, 0.0, 268029, 268029
mas76, 1, 0, 38893.903640522636, 573253, 573253
pk1, 3, 0, 0.0, 261609, 261609
pk1, 1, 8, 0.0, 257635, 257635
pk1, 2, 7, 0.0, 260285, 260285
mas76, 1, 7, 38970.92851912271, 501229, 501229
mas76, 3, 0, 38893.903640522636, 573253, 573253
pk1, 1, 10, 0.0, 273569, 273569
pk1, 1, 9, 0.0, 273569, 273569
mas76, 1, 9, 38979.336247370564, 483517, 483517
mas76, 3, 8, 38979.316437428766, 502111, 502111
pk1, 2, 8, 0.0, 251651, 251651
pk1, 2, 1, 0.0, 265917, 265917
markshare_4_0, 1, 10, 0.0, 1448555, 1448555
mas76, 1, 5, 38959.63089823869, 516015, 516015
pk1, 2, 0, 0.0, 263513, 263513
pk1, 3, 3, 0.0, 254465, 254465
pk1, 3, 1, 0.0, 259581, 259581
pk1, 2, 2, 0.0, 251581, 251581
pk1, 1, 0, 0.0, 272743, 272743
mas76, 2, 6, 38990.17024152255, 601159, 601159
pk1, 1, 5, 0.0, 268271, 268271
pk1, 1, 3, 0.0, 257429, 257429
mas76, 1, 8, 38970.928519122695, 617253, 617253
markshare_4_0, 2, 7, 0.0, 1449181, 1449181
markshare_4_0, 2, 8, 0.0, 1448567, 1448567
mas76, 3, 3, 38955.75537189142, 510613, 510613
pk1, 3, 2, 0.0, 259581, 259581
mas76, 2, 10, 39000.80148810781, 467977, 467977
mas76, 2, 7, 38998.37911933402, 481349, 481349
pk1, 2, 3, 0.0, 278259, 278259
mas76, 1, 4, 38955.20178459528, 610279, 610279
mas76, 2, 2, 38972.309905201495, 543477, 543477
mas76, 1, 10, 38981.80310719967, 489647, 489647
mas76, 3, 6, 38977.67102362345, 498367, 498367
mas76, 2, 3, 38972.309905201495, 543477, 543477
mas76, 1, 3, 38954.197097150194, 597079, 597079
pk1, 3, 10, 0.0, 265459, 265459
pk1, 3, 9, 0.0, 262217, 262217
mas76, 1, 6, 38965.68704932434, 608987, 608987
pk1, 1, 4, 0.0, 268015, 268015
pk1, 2, 9, 0.0, 254495, 254495
pk1, 3, 4, 0.0, 259113, 259113
mas76, 3, 7, 38982.11465554618, 554731, 554731
pk1, 1, 6, 0.0, 257635, 257635
markshare_4_0, 1, 6, 0.0, 1449091, 1449091
mas76, 2, 8, 39000.19125841509, 571943, 571943
mas76, 1, 1, 38951.62839616014, 481473, 481473
pk1, 2, 6, 0.0, 248725, 248725
mas76, 2, 9, 39000.188572695166, 583773, 583773
pk1, 1, 1, 0.0, 256395, 256395
pk1, 2, 5, 0.0, 262963, 262963
mas76, 3, 9, 38979.41356882412, 516665, 516665
mas76, 3, 4, 38963.2246296035, 506617, 506617
mas76, 1, 2, 38954.19709715028, 603395, 603395
istanbul-no-cutoff, 3, 9, 63.980410642260495, 4957, 4957
mas76, 2, 5, 38987.02213855123, 664491, 664491
istanbul-no-cutoff, 1, 0, 51.110000000000014, 5687, 5687
pk1, 2, 10, 0.0, 255959, 255959
istanbul-no-cutoff, 1, 2, 58.055247897882225, 5665, 5665
istanbul-no-cutoff, 1, 5, 64.57494353741231, 5625, 5625
istanbul-no-cutoff, 3, 1, 54.07761815626293, 5603, 5603
istanbul-no-cutoff, 2, 0, 51.110000000000014, 5679, 5679
istanbul-no-cutoff, 1, 3, 58.799676145005435, 5669, 5669
rmatr100-p10, 2, 0, 360.5933075169578, 573, 573
rmatr100-p10, 1, 4, 363.0305225597825, 573, 573
rmatr100-p10, 3, 0, 360.5933075169578, 573, 573
istanbul-no-cutoff, 3, 0, 51.110000000000014, 5677, 5677
rmatr100-p10, 3, 1, 361.48989922293777, 573, 573
rmatr100-p10, 1, 5, 363.11082983336104, 573, 573
istanbul-no-cutoff, 2, 8, 64.79631136180097, 5183, 5183
istanbul-no-cutoff, 2, 7, 64.06781643107774, 5337, 5337
rmatr100-p10, 2, 9, 363.70356448918983, 573, 573
istanbul-no-cutoff, 3, 10, 63.99045027972599, 4999, 4999
istanbul-no-cutoff, 3, 6, 61.70703697778606, 5607, 5607
rmatr100-p10, 1, 9, 363.63919013258834, 573, 573
seymour1, 1, 5, 405.96840986248293, 1763, 1763
rmatr100-p10, 2, 7, 363.447180921653, 573, 573
rmatr100-p10, 1, 6, 363.4353433864637, 573, 573
rmatr100-p10, 3, 9, 363.7461057245651, 573, 573
seymour1, 1, 7, 406.16396844254814, 1635, 1635
rmatr100-p10, 3, 10, 363.78754194940944, 573, 573
rmatr100-p10, 2, 8, 363.58442576280953, 573, 573
istanbul-no-cutoff, 2, 3, 60.3469120358468, 5595, 5595
istanbul-no-cutoff, 1, 10, 65.10081743504404, 5909, 5909
istanbul-no-cutoff, 2, 4, 63.84768409462737, 5421, 5421
istanbul-no-cutoff, 1, 9, 64.88633156319659, 5197, 5197
istanbul-no-cutoff, 1, 6, 64.66744616274138, 5637, 5637
rmatr100-p10, 1, 1, 361.4898992229378, 573, 573
rmatr100-p10, 2, 1, 361.48989922293777, 573, 573
seymour1, 1, 6, 406.13086813923627, 1739, 1739
rmatr100-p10, 3, 4, 363.29344736550183, 573, 573
rmatr100-p10, 1, 3, 362.6817741445987, 573, 573
istanbul-no-cutoff, 3, 2, 55.22459113276142, 6041, 6041
istanbul-no-cutoff, 1, 7, 64.80556582541493, 5423, 5423
istanbul-no-cutoff, 3, 3, 58.746925247045, 6151, 6151
rmatr100-p10, 2, 6, 363.471426238027, 573, 573
seymour1, 2, 7, 406.0069449773804, 2293, 2293
rmatr100-p10, 2, 2, 362.2882664255796, 573, 573
rmatr100-p10, 3, 7, 363.59256524128403, 573, 573
rmatr100-p10, 3, 8, 363.6638770702274, 573, 573
rmatr100-p10, 1, 0, 360.5933075169578, 573, 573
rmatr100-p10, 2, 3, 362.6817741445986, 573, 573
rmatr100-p10, 3, 5, 363.37579221198536, 573, 573
istanbul-no-cutoff, 3, 4, 59.53730881327391, 5625, 5625
rmatr100-p10, 3, 6, 363.47503795697173, 573, 573
seymour1, 3, 8, 405.7175915236784, 2149, 2149
seymour1, 2, 2, 405.30579846286605, 2469, 2469
seymour1, 2, 9, 406.0133584649126, 2105, 2105
seymour1, 2, 10, 406.1253229230201, 2111, 2111
seymour1, 1, 8, 406.2473145516092, 1609, 1609
seymour1, 1, 2, 404.67331008260214, 2563, 2563
seymour1, 1, 10, 406.35071679160023, 1545, 1545
seymour1, 2, 3, 405.4967803971073, 2547, 2547
rmatr100-p10, 1, 2, 362.2882664255797, 573, 573
istanbul-no-cutoff, 2, 2, 53.255410040591926, 5365, 5365
istanbul-no-cutoff, 2, 9, 65.90665662779082, 5467, 5467
seymour1, 3, 3, 405.01779864853836, 2421, 2421
seymour1, 3, 10, 405.9680867623926, 2235, 2235
rmatr100-p10, 2, 5, 363.11082983336115, 573, 573
rmatr100-p10, 2, 4, 363.03052255978264, 573, 573
istanbul-no-cutoff, 2, 10, 65.85543292199277, 5325, 5325
seymour1, 1, 4, 405.1540439969353, 2311, 2311
neos5, 1, 6, 13.309940955744397, 978807, 978807
seymour1, 3, 4, 405.16174015759645, 2451, 2451
seymour1, 1, 9, 406.2860397342356, 1563, 1563
istanbul-no-cutoff, 3, 8, 63.223768507386126, 4949, 4949
seymour1, 2, 4, 405.65385394249427, 2629, 2629
seymour1, 3, 5, 405.28299606133544, 2517, 2517
seymour1, 2, 1, 404.91257347959436, 2761, 2761
istanbul-no-cutoff, 1, 1, 58.055247897882225, 5665, 5665
seymour1, 1, 3, 404.8271795389185, 2769, 2769
istanbul-no-cutoff, 3, 7, 63.012387819468785, 4863, 4863
istanbul-no-cutoff, 1, 8, 64.88633156319658, 5925, 5925
seymour1, 3, 0, 403.846474125193, 3317, 3317
gen-ip002, 3, 2, -4839.639530759909, 4847039, 4847039
gen-ip002, 2, 1, -4839.794128215536, 4754633, 4754633
gen-ip002, 2, 4, -4838.171230415029, 4735199, 4735199
gen-ip002, 3, 0, -4840.541961300889, 4798145, 4798145
gen-ip002, 3, 4, -4838.171230415027, 4735199, 4735199
istanbul-no-cutoff, 1, 4, 60.395269702527344, 5629, 5629
rmatr100-p10, 3, 2, 362.41847093986036, 573, 573
gen-ip002, 1, 5, -4837.9770216633815, 4696533, 4696533
gen-ip002, 2, 6, -4837.830446295321, 4621045, 4621045
gen-ip002, 1, 2, -4839.639530759908, 4847039, 4847039
gen-ip002, 3, 5, -4837.977021663382, 4696533, 4696533
seymour1, 3, 9, 405.76478863217216, 2147, 2147
gen-ip002, 3, 6, -4837.83044629532, 4621045, 4621045
gen-ip002, 2, 7, -4837.710574717151, 4662033, 4662033
rmatr100-p10, 1, 7, 363.5390882395535, 573, 573
seymour1, 3, 7, 405.7135961752509, 2151, 2151
rmatr100-p10, 2, 10, 363.77006486628846, 573, 573
seymour1, 2, 5, 405.8784838139951, 2149, 2149
gen-ip002, 2, 2, -4839.639530759907, 4847039, 4847039
rmatr100-p10, 1, 10, 363.68774478615506, 573, 573
gen-ip002, 1, 3, -4839.088566828859, 4952621, 4952621
gen-ip002, 1, 9, -4837.667459334981, 5014985, 5014985
gen-ip002, 2, 10, -4837.4132259246635, 4662033, 4662033
gen-ip002, 1, 8, -4837.733238717408, 5014985, 5014985
neos5, 1, 5, 13.291818181818183, 988735, 988735
